stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
SERC,"Sercel",,47.266841,-1.489488,,,1,,
SEVR,"Sèvres",,47.186824,-1.528338,,,1,,
SFEL,"St-Félix",,47.231542,-1.556397,,,1,,
SFRA,"San Francisco",,47.217690,-1.516472,,,1,,
SGRA,"Sageran",,47.219529,-1.571184,,,1,,
SHMD,"St-Hermeland",,47.144250,-1.696057,,,1,,
SILL,"Sillon de Bretagne",,47.245548,-1.608500,,,1,,
SINI,"Sinière",,47.225479,-1.678457,,,1,,
SJAC,"St-Jacques",,47.196153,-1.537871,,,1,,
SJBO,"St-Jean-de-Boiseau",,47.195874,-1.724794,,,1,,
SJEA,"St-Jean",,47.191737,-1.523639,,,1,,
SJPO,"St-Joseph de Porterie",,47.267868,-1.516776,,,1,,
SLAU,"St-Laurent",,47.223046,-1.597276,,,1,,
SLCE,"Ste-Luce",,47.250341,-1.484896,,,1,,
SLDA,"Solidarité",,47.217163,-1.587467,,,1,,
SLEN,"Suzanne Lenglen",,47.229023,-1.588209,,,1,,
SLGE,"Salorges",,47.204734,-1.575005,,,1,,
SLVI,"St-Léger-les-Vignes",,47.136364,-1.729783,,,1,,
SMAR,"St-Martin",,47.213434,-1.693282,,,1,,
SMHI,"St-Mihiel",,47.223145,-1.553411,,,1,,
SMIC,"St-Michel",,47.224125,-1.644575,,,1,,
SNIC,"St-Nicolas",,47.215696,-1.559303,,,1,,
SNUC,"Stade SNUC",,47.228022,-1.580695,,,1,,
SOCH,"Souchais",,47.307726,-1.489522,,,1,,
SOEC,"Souchais École",,47.303638,-1.498359,,,1,,
SORI,"Sorin",,47.195179,-1.567909,,,1,,
SOUI,"Souillarderie",,47.238468,-1.516059,,,1,,
SOWE,"Soweto",,47.233301,-1.651637,,,1,,
SPHI,"Saphirs",,47.204909,-1.657915,,,1,,
SPIN,"Saupin",,47.214252,-1.537466,,,1,,
SPLO,"Ste-Philomène",,47.211916,-1.724712,,,1,,
SPRU,"Sully Prudhomme",,47.236255,-1.596559,,,1,,
SPSA,"St-Paul - Salengro",,47.185340,-1.546273,,,1,,
SRDI,"Sarradin",,47.220541,-1.570160,,,1,,
SRNI,"Les Sorinières",,47.159121,-1.518118,,,1,,
SRTR,"Sartre",,47.214604,-1.640940,,,1,,
SSEB,"St-Sébastien",,47.207520,-1.502902,,,1,,
SSGN,"Simone Signoret",,47.175096,-1.563565,,,1,,
SSTA,"St-Stanislas",,47.222820,-1.556986,,,1,,
STBS,"Stade",,47.191291,-1.707229,,,1,,
STHR,"Alexandre Vincent - Ste-Thérèse",,47.232690,-1.577319,,,1,,
STPI,"St-Pierre",,47.218069,-1.551758,,,1,,
STXU,"St-Exupéry",,47.152943,-1.594876,,,1,,
SUCO,"Surcouf",,47.268830,-1.445827,,,1,,
SVAU,"Savaudière",,47.289298,-1.514805,,,1,,
SVDI,"Solvardière",,47.218130,-1.641905,,,1,,
SVIN,"Stévin",,47.260029,-1.634927,,,1,,
SVNN,"Savonnières",,47.197511,-1.662859,,,1,,
SYRM,"Syrma",,47.276913,-1.470598,,,1,,
TADI,"Taillandier",,47.214250,-1.716562,,,1,,
TAID,"Toutes Aides",,47.226473,-1.523471,,,1,,
TBAU,"Thébaudières",,47.310766,-1.359783,,,1,,
TBCH,"Trébuchet",,47.220182,-1.546885,,,1,,
TBER,"Tristan Bernard",,47.205788,-1.464814,,,1,,
TBLY,"Tabarly",,47.195436,-1.548823,,,1,,
TCHE,"Trois Chênes",,47.258199,-1.474153,,,1,,
TDGA,"Tredégar",,47.254717,-1.604936,,,1,,
TEBS,"Tertre",,47.196834,-1.744625,,,1,,
TEIF,"Tour Eiffel",,47.199755,-1.754847,,,1,,
TENA,"Tertre",,47.214753,-1.608311,,,1,,
TERR,"Terray",,47.251420,-1.526735,,,1,,
THAT,"Théatre",,47.215728,-1.728727,,,1,,
THCE,"Centre de Thouaré",,47.266563,-1.441362,,,1,,
THEB,"Thébaudières",,47.244497,-1.606189,,,1,,
TILL,"Tillay",,47.228767,-1.606480,,,1,,
TJOI,"Toutes Joies",,47.221102,-1.572971,,,1,,
TLDI,"Télindière",,47.196210,-1.737223,,,1,,
TLSA,"Talensac",,47.221497,-1.555810,,,1,,
TMET,"Trois Métairies",,47.176526,-1.501693,,,1,,
TMLI,"Tourmaline",,47.221506,-1.632787,,,1,,
TMOU,"Trois Moulins",,47.178091,-1.544211,,,1,,
TMSS,"Trémissinière",,47.238130,-1.544186,,,1,,
TNVA,"Terres Neuvas",,47.185941,-1.590478,,,1,,
TOSC,"Toscane",,47.283250,-1.548368,,,1,,
TOTR,"Tortière",,47.235284,-1.549655,,,1,,
TOUG,"Tougas",,47.194173,-1.639648,,,1,,
TPCH,"Terpsichore",,47.282407,-1.502324,,,1,,
TPOD,"Tripode",,47.208409,-1.540641,,,1,,
TRCA,"Tréca",,47.250242,-1.501137,,,1,,
TRIA,"Trianon",,47.273239,-1.430471,,,1,,
TRNE,"Tribunes",,47.249122,-1.568529,,,1,,
TROC,"Trocardière",,47.183228,-1.570279,,,1,,
TRQU,"Terres Quartières",,47.134711,-1.659554,,,1,,
TRTS,"Tarentaise",,47.277397,-1.434069,,,1,,
TTMO,"Trentemoult",,47.191476,-1.582946,,,1,,
TZEL,"Touzelles",,47.208342,-1.466888,,,1,,
UBRU,"Usine Brûlée",,47.194908,-1.631896,,,1,,
UGAZ,"Usine à gaz",,47.195029,-1.618957,,,1,,
UTCH,"Utrecht",,47.283117,-1.552195,,,1,,
UTLO,"Utrillo",,47.182371,-1.563397,,,1,,
VAIL,"Vaillant",,47.199675,-1.671148,,,1,,
VALL,"Vallée",,47.250422,-1.576869,,,1,,
VARI,"Vincent Auriol",,47.221804,-1.592079,,,1,,
VCSO,"Vaucanson",,47.212748,-1.581331,,,1,,
VDCE,"Val du Cens",,47.261072,-1.665119,,,1,,
VDLO,"Vieux Doulon",,47.235433,-1.504030,,,1,,
VDNI,"Ville au Denis",,47.162753,-1.627048,,,1,,
VDUR,"Verdure",,47.195898,-1.653471,,,1,,
VEAG,"Véga",,47.280021,-1.463582,,,1,,
VEGE,"Verger",,47.293044,-1.497206,,,1,,
VEIE,"Verrière",,47.276876,-1.570481,,,1,,
VEND,"Vendée",,47.208252,-1.468607,,,1,,
VEPR,"Vesprées",,47.246056,-1.502235,,,1,,
VERL,"Verlaine",,47.233875,-1.594859,,,1,,
VEXP,"Village Expo",,47.214938,-1.614773,,,1,,
VFOU,"Vieux Four",,47.190720,-1.701366,,,1,,
VGAC,"Vincent Gâche",,47.206344,-1.548209,,,1,,
VIAR,"Viarme-Talensac",,47.221208,-1.562625,,,1,,
VIER,"Viv'Erdre",,47.285634,-1.550378,,,1,,
VILE,"Violettes",,47.198114,-1.508853,,,1,,
VINE,"Villeneuve",,47.194145,-1.513221,,,1,,
VISO,"Vison",,47.244435,-1.509908,,,1,,
VIVI,"Viviers",,47.172940,-1.484078,,,1,,
VRIE,"Vrière",,47.282188,-1.556117,,,1,,
VRPD,"Vert Praud",,47.166510,-1.549831,,,1,,
VSCO,"Vincent Scotto",,47.252090,-1.566292,,,1,,
DPVT,"Vertonne",,47.186582,-1.493932,,,1,,
VTOU,"Vertou",,12.457541,-7.905526,,,1,,
VVRE,"Vièvre",,47.198055,-1.814372,,,1,,
WATT,"Wattignies",,47.203797,-1.546420,,,1,,
WBDT,"Willy Brandt",,47.172920,-1.563156,,,1,,
WDIS,"Walt Disney",,47.194327,-1.490070,,,1,,
XBON,"Croix Bonneau",,47.209643,-1.595802,,,1,,
XJAN,"Croix Jeannette",,47.171188,-1.623677,,,1,,
XREZ,"Croix de Rezé",,47.179274,-1.558155,,,1,,
XSYY,"Croisy",,47.253789,-1.627296,,,1,,
XTRU,"Croix Truin",,47.191376,-1.711220,,,1,,
ZENI,"Zénith",,47.230622,-1.629388,,,1,,
ZOLA,"Zola",,47.213773,-1.586105,,,1,,
ABCH1,"Abbé Chérel",,47.210044,-1.651639,,,0,ABCH,1
ABCH2,"Abbé Chérel",,47.210107,-1.651750,,,0,ABCH,1
ABDU1,"Abel Durand",,47.220217,-1.603392,,,0,ABDU,1
ABDU2,"Abel Durand",,47.220059,-1.603253,,,0,ABDU,1
ABOL1,"Adrienne Bolland",,47.267947,-1.476601,,,0,ABOL,1
ABOL2,"Adrienne Bolland",,47.267921,-1.476808,,,0,ABOL,1
ACHA1,"Angle Chaillou",,47.269711,-1.571896,,,0,ACHA,2
ACHA2,"Angle Chaillou",,47.269811,-1.572107,,,0,ACHA,2
ADBO1,"Audubon",,47.214067,-1.723228,,,0,ADBO,1
ADBO2,"Audubon",,47.213935,-1.723040,,,0,ADBO,1
ADEL1,"Aimé Delrue",,47.209312,-1.550360,,,0,ADEL,1
ADEL2,"Aimé Delrue",,47.208986,-1.550139,,,0,ADEL,1
ADEL3,"Aimé Delrue",,47.209174,-1.550051,,,0,ADEL,2
ADPI1,"Avenue des Pins",,47.253259,-1.596601,,,0,ADPI,1
ADPI3,"Avenue des Pins",,47.253703,-1.597756,,,0,ADPI,1
AECL1,"Aéroclub",,47.159326,-1.598295,,,0,AECL,2
AECL2,"Aéroclub",,47.159387,-1.598036,,,0,AECL,2
AEPO1,"D2A - Aéroport",,47.156863,-1.597416,,,0,AEPO,2
AEPO2,"D2A - Aéroport",,47.156959,-1.597271,,,0,AEPO,2
AESP1,"Aérospatiale",,47.160800,-1.587953,,,0,AESP,2
AESP2,"Aérospatiale",,47.161342,-1.587046,,,0,AESP,2
AFRA1,"Anatole France",,47.224453,-1.571146,,,0,AFRA,1
AFRA2,"Anatole France",,47.223676,-1.571614,,,0,AFRA,1
AFRA3,"Anatole France",,47.223954,-1.572170,,,0,AFRA,1
AGBE1,"L'Angebert",,47.140561,-1.455754,,,0,AGBE,2
AGBE2,"L'Angebert",,47.140696,-1.455564,,,0,AGBE,2
AGDR1,"Angebardière",,47.169421,-1.505210,,,0,AGDR,1
AGDR2,"Angebardière",,47.169535,-1.505419,,,0,AGDR,1
AGV98,"Angevinière",,47.245972,-1.611047,,,0,AGVI,1
AGVI1,"Angevinière",,47.245159,-1.612377,,,0,AGVI,1
AGVI2,"Angevinière",,47.245039,-1.611505,,,0,AGVI,1
AIBU1,"Airbus",,47.158682,-1.591217,,,0,AIBU,2
AIBU3,"Airbus",,47.157983,-1.591278,,,0,AIBU,2
AIGU1,"Aiguillon",,47.254477,-1.496596,,,0,AIGU,2
AIGU2,"Aiguillon",,47.254450,-1.496915,,,0,AIGU,2
ALCH1,"Champ de l'Alouette",,47.282919,-1.580162,,,0,ALCH,1
ALCH2,"Champ de l'Alouette",,47.283288,-1.579751,,,0,ALCH,1
ALD70,"Allende",,47.174795,-1.624579,,,0,ALDE,1
ALDE1,"Allende",,47.175434,-1.623906,,,0,ALDE,2
ALDE2,"Allende",,47.175273,-1.623129,,,0,ALDE,1
ALDE3,"Allende",,47.174876,-1.624615,,,0,ALDE,1
ALNE1,"Aulne",,47.276981,-1.639022,,,0,ALNE,1
ALNE2,"Aulne",,47.276289,-1.638412,,,0,ALNE,1
AMCA1,"Armoricaine",,47.258573,-1.648707,,,0,AMCA,1
AMCA2,"Armoricaine",,47.258272,-1.647516,,,0,AMCA,1
AMER1,"Américains",,47.236079,-1.568262,,,0,AMER,1
AMER2,"Américains",,47.235797,-1.567891,,,0,AMER,1
AMPE1,"Ampère",,47.260725,-1.553191,,,0,AMPE,1
AMPE2,"Ampère",,47.260761,-1.553481,,,0,AMPE,1
ANGE1,"Les Anges",,47.275299,-1.637117,,,0,ANGE,1
ANGE2,"Les Anges",,47.275158,-1.637103,,,0,ANGE,1
ANTO1,"Antons",,47.257654,-1.622611,,,0,ANTO,1
ANTO2,"Antons",,47.257839,-1.623319,,,0,ANTO,1
APAV1,"Apave",,47.225702,-1.647661,,,0,APAV,1
APAV2,"Apave",,47.225372,-1.647491,,,0,APAV,1
APER1,"Ampère",,47.302257,-1.507838,,,0,APER,1
APER2,"Ampère",,47.302129,-1.507929,,,0,APER,1
APRE1,"Ambroise Paré",,47.228897,-1.608639,,,0,APRE,1
APRE2,"Ambroise Paré",,47.229087,-1.608566,,,0,APRE,1
AQUI1,"Aquitaine",,47.209886,-1.614973,,,0,AQUI,1
AQUI2,"Aquitaine",,47.209756,-1.614832,,,0,AQUI,1
ARAG1,"Arago",,47.303599,-1.505017,,,0,ARAG,1
ARAG2,"Arago",,47.303506,-1.504807,,,0,ARAG,1
ARBO1,"Arbois",,47.258673,-1.581759,,,0,ARBO,2
ARBO2,"Arbois",,47.258385,-1.582101,,,0,ARBO,2
ARCA1,"Arcades",,47.211830,-1.652778,,,0,ARCA,1
ARCA2,"Arcades",,47.212022,-1.653606,,,0,ARCA,1
ARGO1,"Argonautes",,47.302420,-1.481915,,,0,ARGO,1
ARGO2,"Argonautes",,47.302404,-1.481814,,,0,ARGO,1
ARMO1,"Armorique",,47.271436,-1.444896,,,0,ARMO,2
ARMO2,"Armorique",,47.271522,-1.445366,,,0,ARMO,2
ARO93,"Armor",,47.231039,-1.631827,,,0,AROR,1
AROR1,"Armor",,47.231023,-1.631255,,,0,AROR,1
AROR2,"Armor",,47.231182,-1.631348,,,0,AROR,1
AROR3,"Armor",,47.231040,-1.631826,,,0,AROR,1
AROR4,"Armor",,47.231030,-1.632079,,,0,AROR,1
ATAR1,"Antarès",,47.281665,-1.459658,,,0,ATAR,2
ATAR2,"Antarès",,47.281709,-1.459761,,,0,ATAR,2
AUCP1,"La Chapelle Aulnay",,47.308186,-1.543152,,,0,AUCP,1
AUCP2,"La Chapelle Aulnay",,47.308363,-1.543360,,,0,AUCP,1
AUFR1,"L'Aufrère",,47.167341,-1.525132,,,0,AUFR,2
AUGE1,"Augé",,47.194981,-1.517403,,,0,AUGE,2
AURR1,"Aurore",,47.264881,-1.580930,,,0,AURR,1
AURR2,"Aurore",,47.265395,-1.581476,,,0,AURR,2
AVEN1,"Aveneaux",,47.233915,-1.629730,,,0,AVEN,1
AVEN2,"Aveneaux",,47.232839,-1.630533,,,0,AVEN,1
BAGA1,"Bagatelle",,47.243486,-1.620221,,,0,BAGA,1
BAGA2,"Bagatelle",,47.243535,-1.619936,,,0,BAGA,1
BAIR1,"Bel Air",,47.225791,-1.559674,,,0,BAIR,1
BAIR2,"Bel Air",,47.225455,-1.559242,,,0,BAIR,1
BALI1,"Balinière",,47.186252,-1.553784,,,0,BALI,1
BALI2,"Balinière",,47.186050,-1.554021,,,0,BALI,1
BALI3,"Balinière",,47.184669,-1.554408,,,0,BALI,1
BALI4,"Balinière",,47.184796,-1.554132,,,0,BALI,1
BANS1,"Bois des Anses",,47.247187,-1.494771,,,0,BANS,2
BANS2,"Bois des Anses",,47.247068,-1.494859,,,0,BANS,2
BANS3,"Bois des Anses",,47.246645,-1.494904,,,0,BANS,1
BANS4,"Bois des Anses",,47.246663,-1.495102,,,0,BANS,1
BARR1,"La Barre",,47.308759,-1.381118,,,0,BARR,2
BARR2,"La Barre",,47.308794,-1.381514,,,0,BARR,2
BAS98,"Bastille",,47.179402,-1.597177,,,0,BAST,2
BAS99,"Bastille",,47.178998,-1.596967,,,0,BAST,2
BAST1,"Bastille",,47.179001,-1.596968,,,0,BAST,2
BAST2,"Bastille",,47.179401,-1.597172,,,0,BAST,2
BATI1,"Batignolles",,47.255544,-1.529635,,,0,BATI,1
BATI2,"Batignolles",,47.255560,-1.530030,,,0,BATI,1
BAUG1,"Baugerie",,47.203443,-1.520864,,,0,BAUG,1
BAUG2,"Baugerie",,47.203794,-1.520275,,,0,BAUG,1
BAVO1,"Basse Orévière",,47.220464,-1.658985,,,0,BAVO,2
BAVO2,"Basse Orévière",,47.220380,-1.658869,,,0,BAVO,2
BBNI4,"Babinière",,47.259298,-1.546257,,,0,BBNI,1
BBON1,"Boisbonne",,47.286860,-1.508348,,,0,BBON,2
BBON2,"Boisbonne",,47.286851,-1.508622,,,0,BBON,2
BBRE1,"Barbinière",,47.159514,-1.481738,,,0,BBRE,1
BBRE2,"Barbinière",,47.159844,-1.481621,,,0,BBRE,1
BCES1,"Bois Cesbron",,47.261094,-1.624483,,,0,BCES,1
BCES2,"Bois Cesbron",,47.260970,-1.624315,,,0,BCES,1
BCGA1,"Bd Charles Gautier",,47.222074,-1.607291,,,0,BCGA,1
BCGA2,"Bd Charles Gautier",,47.221970,-1.607070,,,0,BCGA,1
BCGA3,"Bd Charles Gautier",,47.222821,-1.607158,,,0,BCGA,1
BCGA4,"Bd Charles Gautier",,47.222825,-1.607026,,,0,BCGA,1
BCHE1,"Basse Chênaie",,47.241179,-1.509182,,,0,BCHE,1
BCHE2,"Basse Chênaie",,47.241453,-1.508359,,,0,BCHE,1
BCHE3,"Basse Chênaie",,47.241027,-1.508567,,,0,BCHE,1
BCHE4,"Basse Chênaie",,47.241927,-1.508933,,,0,BCHE,1
BCNY1,"Bas-Chantenay",,47.198272,-1.589191,,,0,BCNY,1
BCNY2,"Bas-Chantenay",,47.198185,-1.588932,,,0,BCNY,1
BCNY3,"Bas-Chantenay",,47.198386,-1.587966,,,0,BCNY,2
BCNY9,"Bas-Chantenay",,47.195644,-1.588648,,,0,BCNY,1
BCOI1,"Branchoire",,47.217852,-1.603018,,,0,BCOI,1
BCOI2,"Branchoire",,47.218066,-1.603396,,,0,BCOI,1
BCOI3,"Branchoire",,47.218594,-1.603684,,,0,BCOI,1
BCOI4,"Branchoire",,47.217815,-1.604225,,,0,BCOI,1
BCTT1,"Blanchet",,47.171648,-1.543364,,,0,BCTT,1
BCTT2,"Blanchet",,47.171337,-1.543179,,,0,BCTT,1
BDAN1,"Bd des Anglais",,47.226399,-1.582673,,,0,BDAN,1
BDAN2,"Bd des Anglais",,47.226420,-1.583323,,,0,BDAN,1
BDAN3,"Bd des Anglais",,47.226722,-1.582948,,,0,BDAN,1
BDAN4,"Bd des Anglais",,47.226174,-1.583122,,,0,BDAN,1
BDEL1,"Baudelaire",,47.233637,-1.593093,,,0,BDEL,2
BDEL2,"Baudelaire",,47.233936,-1.592566,,,0,BDEL,2
BDIN1,"Bodinières",,47.209725,-1.643050,,,0,BDIN,1
BDIN2,"Bodinières",,47.209780,-1.642814,,,0,BDIN,1
BDIN3,"Bodinières",,47.209903,-1.641926,,,0,BDIN,1
BDIN4,"Bodinières",,47.210413,-1.641707,,,0,BDIN,1
BDLA1,"Bout des Landes",,47.267426,-1.582289,,,0,BDLA,1
BDNN1,"Bourdonnais",,47.205567,-1.579920,,,0,BDNN,1
BDNN2,"Bourdonnais",,47.206416,-1.579507,,,0,BDNN,1
BDOU1,"Bd de Doulon",,47.224716,-1.519776,,,0,BDOU,1
BDOU2,"Bd de Doulon",,47.224321,-1.520184,,,0,BDOU,1
BDOU3,"Bd de Doulon",,47.224398,-1.520206,,,0,BDOU,1
BDOU6,"Bd de Doulon",,47.223829,-1.519773,,,0,BDOU,2
BDOU7,"Bd de Doulon",,47.224077,-1.519884,,,0,BDOU,1
BDPA1,"Bout des Pavés",,47.252811,-1.576200,,,0,BDPA,1
BDPA2,"Bout des Pavés",,47.252706,-1.576387,,,0,BDPA,1
BDPA3,"Bout des Pavés",,47.253541,-1.575959,,,0,BDPA,2
BDPA4,"Bout des Pavés",,47.253978,-1.576258,,,0,BDPA,2
BDPA5,"Bout des Pavés",,47.253482,-1.575799,,,0,BDPA,2
BDPA6,"Bout des Pavés",,47.253363,-1.576112,,,0,BDPA,1
BDRI1,"Bourderies",,47.206634,-1.595910,,,0,BDRI,1
BDRI2,"Bourderies",,47.206583,-1.595662,,,0,BDRI,1
BDSP1,"Bd des Sports",,47.165844,-1.468017,,,0,BDSP,1
BDSP2,"Bd des Sports",,47.165646,-1.468861,,,0,BDSP,1
BEDR1,"Bel Endroit",,47.153240,-1.635532,,,0,BEDR,2
BEDR2,"Bel Endroit",,47.154710,-1.633980,,,0,BEDR,2
BEET1,"Bel Être",,47.179458,-1.567597,,,0,BEET,2
BEET2,"Bel Être",,47.179219,-1.567621,,,0,BEET,2
BEGE1,"Beauger",,47.234265,-1.553079,,,0,BEGE,2
BEGE2,"Beauger",,47.234280,-1.552832,,,0,BEGE,2
BEHI1,"Behinière",,47.197770,-1.792577,,,0,BEHI,2
BEHI2,"Behinière",,47.197018,-1.790934,,,0,BEHI,2
BEIL1,"Beillevaire",,47.249556,-1.607395,,,0,BEIL,1
BEIL2,"Beillevaire",,47.249387,-1.607267,,,0,BEIL,1
BELE1,"Bêle",,47.264751,-1.510496,,,0,DPBL,1
BELE2,"Bêle",,47.264932,-1.510621,,,0,DPBL,1
BEMZ1,"Belges - Montbazon",,47.234650,-1.540958,,,0,BEMZ,1
BEMZ2,"Belges - Montbazon",,47.234392,-1.540088,,,0,BEMZ,1
BEMZ3,"Belges - Montbazon",,47.235912,-1.540851,,,0,BEMZ,1
BEMZ4,"Belges - Montbazon",,47.235588,-1.541134,,,0,BEMZ,1
BENA1,"Beaulieu",,47.204148,-1.537142,,,0,BENA,1
BENA2,"Beaulieu",,47.203933,-1.537138,,,0,BENA,1
BENA3,"Beaulieu",,47.203444,-1.534812,,,0,BENA,1
BENA4,"Beaulieu",,47.203690,-1.534002,,,0,BENA,1
BENA5,"Beaulieu",,47.203852,-1.537210,,,0,BENA,2
BEOC1,"Belloc",,47.203708,-1.614597,,,0,BEOC,2
BEOC2,"Belloc",,47.203053,-1.614715,,,0,BEOC,2
BESS1,"Bessonneau",,47.214832,-1.713769,,,0,BESS,1
BESS2,"Bessonneau",,47.214622,-1.713459,,,0,BESS,1
BETO1,"Belle Etoile",,47.280684,-1.452062,,,0,BETO,2
BETO2,"Belle Etoile",,47.280189,-1.451562,,,0,BETO,2
BEVA1,"Beauvaiserie",,47.136180,-1.654318,,,0,BEVA,1
BEVA2,"Beauvaiserie",,47.136228,-1.654178,,,0,BEVA,2
BGAR1,"Bonne Garde",,47.196988,-1.531264,,,0,BGAR,1
BGAR2,"Bonne Garde",,47.196780,-1.531268,,,0,BGAR,1
BGAR3,"Bonne Garde",,47.196849,-1.531432,,,0,BGAR,2
BGCY1,"Beaugency",,47.203271,-1.489975,,,0,BGCY,1
BGCY2,"Beaugency",,47.203815,-1.490189,,,0,BGCY,1
BGLA1,"Basse-Goulaine",,47.211230,-1.466556,,,0,BGLA,2
BGLA2,"Basse-Goulaine",,47.211175,-1.466709,,,0,BGLA,2
BGLA3,"Basse-Goulaine",,47.210921,-1.464884,,,0,BGLA,1
BGLA4,"Basse-Goulaine",,47.210642,-1.464583,,,0,BGLA,1
BGLA5,"Basse-Goulaine",,47.210536,-1.466118,,,0,BGLA,1
BGLA6,"Basse-Goulaine",,47.210391,-1.466036,,,0,BGLA,1
BGNN1,"Bourgonnière",,47.206648,-1.655453,,,0,BGNN,1
BGNN2,"Bourgonnière",,47.206527,-1.655561,,,0,BGNN,1
BGOG1,"Bourgogne",,47.246635,-1.589167,,,0,BGOG,1
BGOG2,"Bourgogne",,47.246342,-1.589284,,,0,BGOG,1
BGRI1,"Bougrière",,47.255089,-1.471747,,,0,BGRI,1
BGRI2,"Bougrière",,47.255001,-1.472070,,,0,BGRI,1
BGSH1,"Bergerie",,47.237915,-1.628253,,,0,BGSH,1
BGSH2,"Bergerie",,47.237165,-1.628700,,,0,BGSH,1
BGTT1,"Bergeronnettes",,47.239567,-1.601253,,,0,BGTT,2
BGTT2,"Bergeronnettes",,47.239281,-1.600358,,,0,BGTT,2
BGUT1,"Louis Breguet",,47.272012,-1.465998,,,0,BGUT,1
BGUT2,"Louis Breguet",,47.272051,-1.466139,,,0,BGUT,1
BGVI1,"Bougainville",,47.198978,-1.583575,,,0,BGVI,2
BGVI2,"Bougainville",,47.198805,-1.583379,,,0,BGVI,2
BHAR1,"Bois Hardy",,47.198285,-1.600544,,,0,BHAR,1
BHAR2,"Bois Hardy",,47.198124,-1.600009,,,0,BHAR,1
BHLR1,"Basse Hillière",,47.286675,-1.426879,,,0,BHLR,2
BIAN1,"Aristide Briand",,47.296421,-1.494989,,,0,BIAN,1
BIAN2,"Aristide Briand",,47.296352,-1.495156,,,0,BIAN,1
BIEE3,"Belle Île",,47.223710,-1.731615,,,0,BIEE,1
BIEE4,"Belle Île",,47.222981,-1.730629,,,0,BIEE,1
BIGN1,"Bignons",,47.199724,-1.493526,,,0,BIGN,2
BIGN2,"Bignons",,47.199799,-1.493510,,,0,BIGN,2
BILE1,"Basse Île",,47.195965,-1.562133,,,0,BILE,2
BILE2,"Basse Île",,47.195689,-1.563246,,,0,BILE,2
BIND2,"Basse-Indre",,47.197547,-1.672096,,,0,BIND,1
BIND3,"Basse-Indre",,47.197707,-1.673055,,,0,BIND,1
BIOT1,"Bigeottière",,47.256045,-1.619525,,,0,BIOT,2
BIOT2,"Bigeottière",,47.255875,-1.619270,,,0,BIOT,2
BISS1,"Bossis",,47.212563,-1.712929,,,0,BISS,2
BISS2,"Bossis",,47.212483,-1.712198,,,0,BISS,2
BJLI1,"Bois Jaulin",,47.177552,-1.637016,,,0,BJLI,1
BJLI2,"Bois Jaulin",,47.177563,-1.636786,,,0,BJLI,1
BJOI1,"Beaujoire",,47.258849,-1.524931,,,0,BJOI,1
BJOI2,"Beaujoire",,47.258767,-1.524249,,,0,BJOI,1
BJOI6,"Beaujoire",,47.259526,-1.527839,,,0,BJOI,1
BJOI7,"Beaujoire",,47.259201,-1.527856,,,0,BJOI,1
BLCH1,"Blancho",,47.213170,-1.734983,,,0,BLCH,2
BLCH2,"Blancho",,47.213282,-1.734652,,,0,BLCH,2
BLDR1,"Boulodrome",,47.257623,-1.515342,,,0,BLDR,1
BLDR2,"Boulodrome",,47.258341,-1.514231,,,0,BLDR,1
BLEM1,"Belem",,47.265613,-1.453010,,,0,BLEM,2
BLEM2,"Belem",,47.265467,-1.452967,,,0,BLEM,2
BLGO1,"Berligout",,47.215771,-1.678398,,,0,BLGO,1
BLGO2,"Berligout",,47.215687,-1.678549,,,0,BLGO,2
BLL98,"Bellestre",,47.148413,-1.694361,,,0,BLL9,1
BLLE1,"Bellestre",,47.147893,-1.694008,,,0,BLLE,1
BLLE2,"Bellestre",,47.148407,-1.693395,,,0,BLLE,1
BLNO1,"Bois de La Noé",,47.141881,-1.671590,,,0,BLNO,2
BLNO2,"Bois de La Noé",,47.141759,-1.671437,,,0,BLNO,2
BLOR1,"Blordière",,47.179940,-1.533813,,,0,BLOR,2
BLOR2,"Blordière",,47.180007,-1.533894,,,0,BLOR,2
BLSL1,"Bellevue",,47.235328,-1.473694,,,0,BLSL,2
BLUA1,"Bélouga",,47.165749,-1.583668,,,0,BLUA,1
BLUA2,"Bélouga",,47.165797,-1.583474,,,0,BLUA,2
BLVU1,"Mendès France - Bellevue",,47.208538,-1.611616,,,0,BLVU,1
BLVU2,"Mendès France - Bellevue",,47.208893,-1.611312,,,0,BLVU,1
BLVU3,"Mendès France - Bellevue",,47.208723,-1.611663,,,0,BLVU,1
BLVU4,"Mendès France - Bellevue",,47.208970,-1.611433,,,0,BLVU,1
BLVU6,"Mendès France - Bellevue",,47.208523,-1.611579,,,0,BLVU,1
BLVU7,"Mendès France - Bellevue",,47.208077,-1.612253,,,0,BLVU,2
BLZZ1,"Berlioz",,47.239582,-1.571614,,,0,BLZZ,1
BLZZ3,"Berlioz",,47.239674,-1.571515,,,0,BLZZ,1
BNCH1,"Blanchetière",,47.289865,-1.555882,,,0,BNCH,2
BNCH2,"Blanchetière",,47.289584,-1.556150,,,0,BNCH,2
BNDA1,"Brindais",,47.139088,-1.718234,,,0,BNDA,2
BNDA2,"Brindais",,47.138936,-1.718202,,,0,BNDA,2
BNET1,"Bignonnet",,47.175519,-1.465097,,,0,BNET,2
BNET2,"Bignonnet",,47.175539,-1.465206,,,0,BNET,2
